,movie_code,release,acc_audience_num
0,20152203,해당정보없음,0
1,20182693,2018-11-07,25857
2,19890034,1989-07-01,0
3,20162967,2016-06-09,2537419
4,20159162,2016-03-03,919834
5,19980089,1998-03-21,0
6,20124066,2012-04-25,1346274
7,20020197,2002-07-04,0
8,20194459,2019-08-21,338
9,20101195,2011-09-01,513
10,20100056,해당정보없음,0
11,20080029,2008-02-21,48284
12,20192662,해당정보없음,0
13,20176104,2018-01-17,3418043
14,19958342,해당정보없음,0
15,20164501,2016-09-28,2718158
16,19850096,1985-07-17,0
17,20206021,2020-04-15,27928
18,20137048,2014-12-17,14257115
19,20158722,2015-10-15,0
20,20144682,2015-06-03,1716306
21,20143580,2015-04-01,3247955
22,20020184,2002-07-04,0
23,20050291,2005-11-17,744045
24,20192206,2019-12-19,8252669
25,19918269,2013-11-14,13664
26,20184543,2019-08-21,1804112
27,20204644,2020-07-08,181567
28,20181443,2018-07-11,1002858
29,20201002,2020-12-10,212439
