,movie_code,release,acc_audience_num
0,20192963,2019-07-25,549
1,20112621,2011-12-21,2239156
2,20081723,2008-12-24,1576333
3,20150432,2016-03-10,54
4,20176102,2017-07-06,18648
5,20174652,해당정보없음,0
6,19900070,1991-03-16,0
7,20119337,2011-02-17,1645126
8,20072161,2003-10-02,566800
9,20182530,2019-01-23,16264944
10,20070250,2007-07-11,622400
11,19990141,1999-03-06,0
12,20030393,2003-10-31,50000
13,20191589,2019-10-17,1444952
14,20000016,2000-04-29,0
15,20088138,해당정보없음,0
16,20060029,2006-02-16,6590
17,20191401,2019-06-13,44539
18,20208962,해당정보없음,0
19,19980027,1998-08-22,0
20,20030441,해당정보없음,0
21,20125916,2012-07-12,426706
22,20100301,2010-08-12,1848418
23,20098296,해당정보없음,0
24,19990193,1999-05-15,0
25,20136257,해당정보없음,0
26,20211281,해당정보없음,0
27,19928143,해당정보없음,0
28,20090821,2010-01-13,401477
29,20058429,해당정보없음,0
