,movie_code,release,acc_audience_num
0,20200846,2020-07-01,4117
1,20161527,2016-11-03,81236
2,20136068,2015-12-16,7759473
3,20134849,해당정보없음,0
4,20150424,해당정보없음,0
5,20218349,2021-07-28,250888
6,20120863,해당정보없음,0
7,20165001,2017-08-24,103054
8,20028565,2002-08-23,0
9,20156982,2015-11-12,2844
10,20090601,2010-01-14,11613
11,20204922,해당정보없음,0
12,20156708,2017-05-09,353043
13,20100813,2010-09-16,583183
14,20050067,2005-04-09,460
15,20090864,2010-01-07,176152
16,20070203,2008-05-29,18533
17,20070354,2007-08-22,12043
18,2009A055,해당정보없음,0
19,19800068,1980-11-27,0
20,19910247,1991-07-06,0
21,20163294,2016-09-14,921317
22,20217624,해당정보없음,0
23,20020204,2002-07-16,0
24,20018298,해당정보없음,0
25,2009A362,2011-03-10,136946
26,20080946,2008-07-17,694728
27,19980139,1998-05-01,0
28,20040637,2004-08-20,281540
29,19980236,1998-10-24,0
