,movie_code,release,acc_audience_num
0,20020216,2002-07-17,0
1,19990084,1999-02-13,5820000
2,20191128,해당정보없음,0
3,20120464,2013-08-08,3030
4,20040624,2004-07-30,896000
5,19920233,1992-07-07,0
6,20183813,2020-06-10,894025
7,19930239,1993-11-13,0
8,20040754,2005-04-07,121366
9,20080046,2008-02-14,5071619
10,20000304,2000-11-25,0
11,20090946,2010-10-21,46330
12,20028992,해당정보없음,0
13,20161907,2016-07-27,2611966
14,20030436,2004-01-16,352691
15,20158242,2016-06-01,97804
16,20135650,해당정보없음,0
17,20030063,2003-05-16,53838
18,20050046,2005-05-19,1057311
19,20150902,2016-03-30,169855
20,20050049,2005-04-01,1728477
21,20020245,2002-09-12,0
22,20184481,2018-11-22,1593386
23,20181167,2019-12-12,2970
24,20123381,2013-10-02,1209363
25,20198482,해당정보없음,0
26,20060261,2006-11-09,570059
27,20030033,2003-04-04,73132
28,20152963,2016-08-03,1898121
29,20080227,2008-05-29,26117
