,movie_code,release,acc_audience_num
0,20100826,2011-03-03,27265
1,20174621,2017-04-20,0
2,20165443,2017-01-12,2310054
3,20088488,해당정보없음,0
4,20090225,2009-04-29,1206101
5,20040721,2004-12-08,2006880
6,20138272,2013-12-12,24052
7,20134041,2013-04-25,1013
8,20166541,2016-09-07,153097
9,20149250,2014-06-11,54
10,20161681,2017-11-09,238587
11,20149056,해당정보없음,0
12,19940115,1994-03-05,0
13,20050135,2005-06-30,1371122
14,20100286,2010-06-10,13319
15,20161726,2017-04-26,1634403
16,20120664,2012-12-20,97
17,20141602,2015-03-12,249372
18,20173547,2018-01-11,150339
19,20136294,2014-05-15,3021
20,20030147,2003-09-25,669835
21,20147851,2014-03-06,129
22,20090912,해당정보없음,0
23,20090067,2009-02-19,8569
24,20132827,해당정보없음,0
25,20134869,2013-04-04,42972
26,20070015,2007-02-01,3143247
27,20124350,2012-05-31,30590
28,20126575,해당정보없음,0
29,20209654,해당정보없음,0
