,movie_code,release,acc_audience_num
0,20175407,2019-03-20,183784
1,20170701,2017-06-01,99
2,20198104,2019-04-11,136483
3,20080695,1986-09-18,0
4,20050237,2005-09-30,413157
5,20051270,해당정보없음,0
6,20100107,2010-03-25,167132
7,20179205,2018-02-08,2444123
8,20060113,2006-05-11,395755
9,20190741,2019-08-08,89121
10,19940098,1994-02-05,0
11,20121282,해당정보없음,0
12,20199500,해당정보없음,0
13,20138221,2014-07-16,16626
14,20134585,2014-04-10,142170
15,20028630,해당정보없음,0
16,20125920,2012-08-22,2434099
17,20010084,2002-01-10,0
18,19930041,1993-12-18,0
19,20198681,2019-12-11,1057266
20,19850062,1985-09-28,0
21,20048415,해당정보없음,0
22,20031294,해당정보없음,0
23,19960274,1996-09-21,0
24,20069531,2006-12-07,0
25,19980042,1998-03-28,0
26,20149371,해당정보없음,0
27,20088624,해당정보없음,0
28,20145506,2016-04-13,485695
29,20145503,2015-11-05,5442553
