,movie_code,release,acc_audience_num
0,20048470,해당정보없음,0
1,19880034,1988-06-14,0
2,20120735,해당정보없음,0
3,20090804,2009-12-03,347
4,20191161,해당정보없음,0
5,20208101,해당정보없음,0
6,20139164,2014-04-30,2841788
7,20147685,2014-03-20,6354
8,20161084,2017-01-04,668977
9,20158494,해당정보없음,0
10,20196478,해당정보없음,0
11,20171909,2018-01-03,1711246
12,20177341,2018-11-22,24823
13,20030191,2003-11-05,2240000
14,20080948,2008-07-10,7115
15,20110985,2012-03-01,3556
16,20136991,해당정보없음,0
17,20038356,해당정보없음,0
18,20102416,2011-01-20,1888100
19,20217950,2021-06-23,384898
20,19990148,1999-03-20,0
21,20090527,2009-09-10,357436
22,19980001,1998-12-19,0
23,20030100,2003-08-01,1784479
24,20101212,2010-12-09,915359
25,20000108,2000-03-04,0
26,20050279,2005-11-25,925154
27,20144441,2016-03-03,20163
28,20144507,2015-01-28,85200
29,20030053,2003-04-30,1500000
