,movie_code,release,acc_audience_num
0,20148846,2015-09-16,6246849
1,20050256,2005-10-20,1066765
2,20216476,해당정보없음,0
3,20158362,해당정보없음,0
4,19968403,해당정보없음,0
5,20152121,2015-10-15,18057
6,20148748,2014-05-22,351091
7,20168541,2017-12-07,842
8,20048271,해당정보없음,0
9,20050310,2005-12-01,3615000
10,19980014,1998-11-28,0
11,20070024,2007-03-08,1991
12,19960227,1996-07-20,0
13,20158745,2016-03-31,318
14,20148296,해당정보없음,0
15,20135670,해당정보없음,0
16,20090682,2009-11-19,122841
17,20080847,2008-06-26,2867594
18,20197318,2019-02-14,7340
19,20090874,2010-01-14,27521
20,20189382,2018-02-22,30200
21,20165243,해당정보없음,0
22,20000195,2000-07-01,0
23,20040615,2004-08-20,620000
24,20189067,2018-10-11,722448
25,19840071,1984-02-02,0
26,20136863,2014-10-02,471169
27,20000189,2000-06-24,0
28,20155877,해당정보없음,0
29,20211990,해당정보없음,0
