,movie_code,release,acc_audience_num
0,20183867,2019-05-23,12555894
1,20100256,2010-05-20,699973
2,19920088,1992-02-06,0
3,20184136,해당정보없음,0
4,20151228,2017-01-18,7817446
5,20211200,해당정보없음,0
6,20150562,2015-10-08,186174
7,19940324,1994-09-17,0
8,20078870,해당정보없음,0
9,20185405,2019-01-03,5191
10,20185444,2019-02-06,88392
11,19990050,2000-01-01,0
12,20090839,2009-12-17,5014
13,19950244,1995-07-15,0
14,20181877,2019-03-06,5801069
15,19870015,1987-03-14,0
16,19950362,1995-12-30,0
17,20000281,2000-11-03,0
18,20125786,해당정보없음,0
19,20088468,해당정보없음,0
20,20138224,2014-01-09,635740
21,20060279,2006-10-26,1042166
22,19970036,1997-04-26,0
23,20198962,2019-11-27,24510
24,19990056,1999-12-24,0
25,20127191,해당정보없음,0
26,20156562,2017-02-22,102170
27,19968150,해당정보없음,0
28,19920082,1992-05-23,0
29,20000005,2000-09-09,0
