,movie_code,release,acc_audience_num
0,20070206,2007-06-21,80248
1,20196601,2019-02-27,1157707
2,20090555,2009-10-01,310548
3,20060252,2006-08-21,23
4,20101018,2010-10-07,1312
5,20156557,2015-09-24,2625686
6,20020214,2002-08-08,0
7,20060506,해당정보없음,0
8,20196676,2020-10-22,7324
9,20168261,2017-05-31,2165401
10,20159199,2016-01-21,446664
11,20088647,해당정보없음,0
12,20208663,2020-05-20,11223
13,20135543,2013-05-16,7482
14,20040598,2004-07-16,2532000
15,20010125,2001-02-09,0
16,19950008,1995-07-01,0
17,20156554,2018-09-12,723622
18,20168721,2016-09-14,67027
19,20134001,2013-01-31,5663
20,20090733,1981-10-17,0
21,20210142,2021-10-06,2789
22,20192995,해당정보없음,0
23,20204264,해당정보없음,0
24,20171021,2019-08-22,210945
25,20061239,해당정보없음,0
26,20090826,2009-12-10,807486
27,20209627,2021-02-10,37637
28,20081611,2008-11-13,2325715
29,20140841,2014-08-28,54
