,movie_code,release,acc_audience_num
0,20030137,2003-09-05,17200
1,20090580,2009-10-15,215362
2,20090146,2009-11-05,144070
3,20192689,2019-07-04,14152
4,20139822,2013-07-11,2309
5,20171962,2017-08-30,1721757
6,20129370,2014-07-30,17613682
7,20162161,2016-03-30,148512
8,20210937,2021-11-10,104452
9,20191083,해당정보없음,0
10,20030091,2003-07-16,1394000
11,20149569,2015-05-14,2192525
12,20126090,2014-01-29,480361
13,20050303,2005-11-18,10647
14,20081003,2009-04-30,2237271
15,20000030,2000-02-04,0
16,20141614,2014-12-31,50514
17,20081673,2008-12-10,998528
18,20134223,해당정보없음,0
19,20139964,2014-10-23,316953
20,20070303,2007-08-15,182050
21,20155223,2016-12-14,48010
22,20090235,2009-05-07,1111865
23,20070115,2007-05-23,1710364
24,20060245,2006-08-24,508285
25,20194187,2019-09-19,4080
26,20000194,2000-07-01,0
27,20192193,2020-11-04,1545281
28,20000151,2000-04-29,0
29,20098025,해당정보없음,0
