,movie_code,release,acc_audience_num
0,20217415,해당정보없음,0
1,20060353,2006-11-23,1543429
2,19970055,1997-03-01,0
3,20008037,해당정보없음,0
4,20030002,2003-01-24,1025928
5,20116125,해당정보없음,0
6,20149080,해당정보없음,0
7,19990068,1999-11-06,0
8,20050113,2005-06-16,3546900
9,20123066,해당정보없음,0
10,20060260,2006-10-13,0
11,20137121,2013-07-25,1075333
12,20162181,2017-03-23,2931897
13,20170741,2017-04-13,27167
14,19980044,1999-08-28,0
15,20060147,2006-07-13,3880308
16,20211472,해당정보없음,0
17,20020213,2002-07-26,0
18,20070619,2007-11-22,8321
19,20176049,2017-12-21,65147
20,20205443,해당정보없음,0
21,20121153,해당정보없음,0
22,20070474,2007-11-08,190110
23,20136926,2014-07-17,72372
24,20153443,2016-09-28,2594028
25,20159082,해당정보없음,0
26,20184722,해당정보없음,0
27,20088524,2015-02-17,54
28,20119540,해당정보없음,0
29,19990124,1999-01-30,0
