,movie_code,release,acc_audience_num
0,19990156,1999-04-03,0
1,20078704,해당정보없음,0
2,20060341,2006-11-16,43348
3,20030107,2003-08-14,719234
4,20149818,2014-08-20,152025
5,19950366,1995-12-30,0
6,19880233,1988-12-31,0
7,19998480,해당정보없음,0
8,20010257,2001-09-27,0
9,20162442,2017-08-09,5653270
10,20210140,해당정보없음,0
11,19988257,해당정보없음,0
12,20182490,2019-07-24,958775
13,20040515,2004-06-30,661679
14,20070052,2007-02-15,1501
15,20140192,해당정보없음,0
16,20219466,2021-09-01,2218
17,20182701,2018-04-19,28477
18,20021279,해당정보없음,0
19,19910019,1991-05-04,0
20,20080637,2008-11-13,1173310
21,20080833,2008-08-14,628508
22,20040705,2005-01-14,424551
23,20098377,해당정보없음,0
24,20081697,2008-12-10,1356180
25,20110279,2011-07-28,2201722
26,20000027,2000-03-11,0
27,20148547,해당정보없음,0
28,20028702,해당정보없음,0
29,20167716,2017-02-08,475309
