,movie_code,release,acc_audience_num
0,20157846,해당정보없음,0
1,20125248,해당정보없음,0
2,20080266,2009-04-23,21212
3,20040447,2004-02-27,115000
4,20167261,2016-08-31,551897
5,20175222,2017-09-27,4945484
6,20124062,2012-07-05,4515833
7,20030127,2003-10-02,3522747
8,20151252,해당정보없음,0
9,19900011,1990-02-17,0
10,20124074,2012-03-22,4110645
11,20125526,2012-04-19,1081
12,20138226,2014-03-13,1618988
13,20090822,2009-11-26,101197
14,20155586,해당정보없음,0
15,20156526,해당정보없음,0
16,20050178,2005-08-11,2475291
17,20136102,해당정보없음,0
18,20121221,해당정보없음,0
19,20090018,2009-01-22,522667
20,20192240,2020-02-12,862199
21,19990257,1999-09-04,0
22,19970016,1997-09-17,0
23,20020262,2002-10-10,0
24,20124046,2012-08-30,45454
25,20192785,해당정보없음,0
26,20100979,2010-10-14,318157
27,20134591,2014-06-11,592367
28,20010057,2002-03-01,0
29,20078596,해당정보없음,0
