,movie_code,release,acc_audience_num
0,20000213,2000-08-11,0
1,20020077,2002-02-21,0
2,20218198,해당정보없음,0
3,20147509,2014-04-03,12957
4,20100190,2010-05-20,2603857
5,20181162,2020-10-15,18122
6,20135822,해당정보없음,0
7,20000150,2000-04-29,0
8,20148842,2014-10-23,970373
9,20010038,2001-03-24,0
10,20112882,2011-11-17,1908
11,20070008,2007-02-01,61993
12,20070450,2007-10-25,448350
13,20020244,2002-10-01,0
14,20100661,2010-11-25,1974
15,20050280,2005-11-10,1261965
16,20040748,2004-12-23,374400
17,20166543,2016-08-24,19315
18,20161249,해당정보없음,0
19,19850034,1985-05-25,0
20,20199446,2019-09-25,277319
21,20090074,2009-07-22,11453338
22,20010291,2001-12-13,0
23,20124079,2012-09-13,12319542
24,20060369,2006-12-07,730443
25,20011034,해당정보없음,0
26,20198432,해당정보없음,0
27,20176103,2019-03-20,3389035
28,20164891,해당정보없음,0
29,20020242,2002-09-06,0
