,movie_code,release,acc_audience_num
0,20119628,2011-06-01,243209
1,19920003,1992-12-25,0
2,19860058,1986-09-17,0
3,19788033,1979-01-19,0
4,20129787,2014-04-10,989881
5,20020232,2002-12-31,0
6,20101392,2011-06-23,52010
7,20174222,2017-11-22,27854
8,20135062,해당정보없음,0
9,20070551,2007-12-18,2979838
10,19970043,1997-03-22,0
11,20161589,2016-10-06,121444
12,19860091,1986-02-08,0
13,19810030,1981-09-12,0
14,20110236,해당정보없음,0
15,20166172,2016-07-21,19287
16,20110185,2011-04-20,1621973
17,20060339,2006-11-30,216876
18,20142301,2014-11-06,102682
19,20119427,2011-02-24,217077
20,20177603,해당정보없음,0
21,20088402,해당정보없음,0
22,20190002,2019-07-24,191122
23,20198461,해당정보없음,0
24,20010013,2001-09-28,0
25,20211792,해당정보없음,0
26,20201965,해당정보없음,0
27,20050345,2006-01-12,1016152
28,20215843,2021-02-24,147443
29,20050045,2005-05-27,1143136
