,movie_code,release,acc_audience_num
0,20127180,해당정보없음,0
1,20173064,해당정보없음,0
2,20112937,2011-11-06,15
3,20090948,2010-03-25,606841
4,20192083,2019-10-30,2410227
5,20192101,2020-01-22,2406232
6,20088370,2016-07-14,37
7,19930040,1993-01-22,0
8,20018145,해당정보없음,0
9,20000011,2000-05-27,0
10,20000069,1999-12-18,0
11,20147727,2014-03-20,773887
12,20218256,2021-11-03,2888988
13,20167628,2016-11-30,15222
14,20204641,해당정보없음,0
15,20217425,해당정보없음,0
16,20060391,2007-01-10,300541
17,20147930,2014-10-08,2141155
18,20090670,2009-10-28,18059
19,19830122,1983-05-20,0
20,19980009,1998-12-19,0
21,20070422,2007-09-12,2052800
22,20161968,2016-03-17,79701
23,19940005,1994-12-17,0
24,20175771,2019-07-17,4743184
25,20110302,2011-08-10,7470633
26,20181404,2018-10-31,215029
27,20161723,2017-02-22,351276
28,20068374,해당정보없음,0
29,20190323,2021-02-10,169838
