,movie_code,release,acc_audience_num
0,20207373,2020-10-09,0
1,20120426,2013-05-09,1141222
2,20124070,2012-10-25,233211
3,19990061,2000-06-10,0
4,20040471,2004-03-12,830000
5,20219276,해당정보없음,0
6,19880085,1988-01-01,0
7,19950075,1995-01-28,0
8,20070424,2007-09-20,520800
9,20020139,2002-05-16,0
10,19940288,1994-08-13,0
11,20141776,2015-07-02,398
12,20150862,2015-10-29,57721
13,20030015,2003-02-28,115000
14,19998245,해당정보없음,0
15,20040673,2004-11-05,2565078
16,20124687,해당정보없음,0
17,20081603,해당정보없음,0
18,20100295,2010-06-10,791173
19,20030029,2003-03-28,2472135
20,20090557,2009-10-08,291143
21,20068077,해당정보없음,0
22,20177622,해당정보없음,0
23,19920364,1992-12-05,0
24,20148383,2014-05-29,1397526
25,20124024,2013-01-09,452755
26,20189783,2018-05-01,1128774
27,20150567,2016-08-17,1157472
28,20136941,2013-04-18,43
29,20184889,2019-04-24,13934592
