,movie_code,release,acc_audience_num
0,20182530,2019-01-23,16264944
1,20148745,2014-07-10,407210
2,20191243,2021-11-17,172
3,20190733,2019-12-25,12393
4,20112911,2011-10-20,11547
5,20147727,2014-03-20,773887
6,20122130,해당정보없음,0
7,20081682,2008-12-04,1855
8,20158485,2017-06-29,321550
9,20215830,해당정보없음,0
10,20090389,2009-08-06,438833
11,20123161,2012-12-06,414083
12,20040730,2004-12-03,27838
13,20010011,2001-11-15,0
14,20154908,2018-03-28,528007
15,20197922,2020-08-05,4357803
16,20214823,해당정보없음,0
17,20058152,해당정보없음,0
18,20160041,2016-09-13,27070
19,20201002,2020-12-10,212439
20,20068913,해당정보없음,0
21,20010038,2001-03-24,0
22,19990073,1999-06-26,0
23,20198461,해당정보없음,0
24,20158526,해당정보없음,0
25,20090434,2009-08-12,251314
26,20167246,해당정보없음,0
27,20113486,2012-07-26,44720
28,20211792,해당정보없음,0
29,20137041,2013-09-12,68770
