,movie_code,release,acc_audience_num
0,20147790,2014-03-26,3963220
1,20030062,2003-05-16,87064
2,20098365,해당정보없음,0
3,20173612,2017-11-02,26651
4,20183096,2019-04-03,1196694
5,20080743,2008-12-03,286657
6,20188941,2019-05-15,3364360
7,20197922,2020-08-05,4357803
8,20157432,2015-11-11,1820842
9,20072520,2007-11-29,377591
10,20165162,해당정보없음,0
11,19940239,1994-06-25,0
12,20143510,2015-09-10,257990
13,20218689,해당정보없음,0
14,20180401,2018-10-25,7443
15,19970013,1997-11-08,0
16,20050326,2005-12-14,4094395
17,20129369,해당정보없음,0
18,20167324,2017-02-01,104218
19,20184243,2019-10-09,26758
20,19810021,1981-08-07,0
21,20164305,해당정보없음,0
22,20156301,2015-07-15,66075
23,20142720,해당정보없음,0
24,20160708,해당정보없음,0
25,20161686,해당정보없음,0
26,20167301,해당정보없음,0
27,19970014,1997-09-13,0
28,19970285,1997-11-08,0
29,20135864,해당정보없음,0
