,movie_code,release,acc_audience_num
0,20127446,2012-09-13,51800
1,20080689,1983-09-04,0
2,19970032,1997-11-22,0
3,20113889,2012-05-03,298366
4,20060384,2006-01-13,0
5,20060285,2006-09-11,45
6,20168764,2016-10-20,1803
7,20217307,해당정보없음,0
8,20020230,2002-09-11,0
9,20157466,2016-01-27,476665
10,20193601,2019-09-25,1140876
11,20124057,2012-10-18,1552055
12,20068073,해당정보없음,0
13,20060370,2006-12-21,1531220
14,20135656,2014-09-03,1974893
15,20191545,해당정보없음,0
16,20127597,2013-05-30,47105
17,20198430,2019-12-04,814745
18,20060288,2006-10-26,707820
19,20101066,2010-10-28,885
20,20166031,2016-12-22,55
21,20148877,2014-06-18,237147
22,20128747,2013-02-21,225618
23,20110205,해당정보없음,0
24,20181621,2018-03-28,30833
25,20201270,해당정보없음,0
26,20110511,2011-05-26,5062722
27,19959144,1995-07-01,0
28,20070639,2007-12-18,977401
29,19820077,1982-11-20,0
