,movie_code,release,acc_audience_num
0,20122843,2013-02-27,315305
1,19980025,1998-08-15,0
2,20164096,해당정보없음,0
3,20030077,2003-06-13,552041
4,20155626,해당정보없음,0
5,20070367,2007-08-15,1095119
6,20156969,2015-08-06,5205
7,20136060,2014-03-13,526547
8,20142321,2014-11-13,43613
9,20000228,2000-09-01,0
10,20167383,2017-01-05,0
11,20090501,2009-09-09,97787
12,19960018,1996-09-21,0
13,20128687,2012-12-19,1160021
14,20166101,2017-02-22,276379
15,2010A759,해당정보없음,0
16,20138461,2013-11-21,1327
17,20159644,2016-07-06,2051277
18,20133942,2013-01-09,35
19,20184483,2019-10-02,1240022
20,20090157,2009-03-19,726998
21,20177744,해당정보없음,0
22,20124034,2012-07-25,12983330
23,20189869,2018-11-15,27046
24,20020265,2002-10-24,0
25,20050112,2005-06-24,921300
26,20124944,2012-03-15,1890
27,19970200,1997-07-12,0
28,19940188,1994-05-14,0
29,20159643,2016-03-24,189345
