,movie_code,release,acc_audience_num
0,20162871,2017-04-26,1362634
1,20182494,2018-04-19,29354
2,20162343,2017-06-08,1208081
3,20156744,해당정보없음,0
4,20151884,2016-03-10,731551
5,20111914,2011-09-29,471547
6,20134123,2013-12-11,1854625
7,20071060,2008-06-05,249114
8,20167903,2018-09-26,450374
9,20166384,2017-06-15,1129609
10,20030008,2003-02-21,141075
11,20154909,2017-09-06,2658589
12,20126617,2012-06-14,50839
13,20135657,2013-12-05,577758
14,20145501,2015-10-22,100543
15,20020071,2002-02-28,0
16,20140021,해당정보없음,0
17,20148851,2015-07-22,12705700
18,20205041,2021-05-19,2291520
19,20101012,2010-11-18,200123
20,20028318,해당정보없음,0
21,20008138,해당정보없음,0
22,20060093,2006-05-04,252457
23,20030433,2004-01-16,3115767
24,20215605,해당정보없음,0
25,19950360,1995-12-23,0
26,20081682,2008-12-04,1855
27,20030099,2003-08-01,1165906
28,20040745,2004-12-15,1155067
29,20206061,해당정보없음,0
