,movie_code,release,acc_audience_num
0,20136803,2014-01-16,10296101
1,20149070,해당정보없음,0
2,20167303,2017-07-05,7258678
3,20050356,2006-01-13,12621
4,20126306,2013-03-21,260144
5,20157587,2015-04-02,31137
6,20124032,2012-04-11,1246185
7,20123387,2013-02-06,1438056
8,20177478,2018-04-25,11211880
9,20080692,1984-09-29,0
10,20197846,2019-03-20,262233
11,20070610,2007-12-12,382422
12,20157465,2015-10-28,1046313
13,20190299,해당정보없음,0
14,20205841,2020-04-02,17664
15,20136337,2014-01-16,327591
16,20040651,2004-09-23,717618
17,20058909,해당정보없음,0
18,20122783,2013-07-03,5508017
19,20134798,2015-06-24,6043784
20,19970085,1997-02-07,0
21,20183351,해당정보없음,0
22,20133771,2013-10-31,5220
23,20098169,2015-06-11,5546792
24,20167901,2017-04-05,234681
25,20048601,해당정보없음,0
26,20010034,2001-08-03,0
27,20140193,2015-09-24,609063
28,20090023,2009-02-12,1534407
29,20179491,2017-08-30,155368
