,movie_code,release,acc_audience_num
0,20173903,2017-11-23,30116
1,20127206,해당정보없음,0
2,20144444,2016-06-01,4287839
3,20050363,2006-01-19,6105431
4,20176006,2019-02-28,1888
5,20120736,해당정보없음,0
6,20198317,해당정보없음,0
7,20040772,2005-04-15,602078
8,20113951,2012-01-18,467697
9,20020045,2002-12-05,0
10,20100800,2010-08-19,229610
11,20010011,2001-11-15,0
12,20090684,2009-11-12,2079
13,20010216,2001-06-28,0
14,20070072,2007-04-05,1025781
15,20149374,2014-06-18,3464
16,20112695,2011-10-20,5310510
17,20155054,2015-11-05,4033
18,20090238,2009-05-21,4568891
19,20192637,해당정보없음,0
20,20208245,해당정보없음,0
21,20183845,2018-12-20,10487
22,20060117,2006-05-18,3339082
23,20060123,2006-05-18,221925
24,19950093,1995-02-18,0
25,20020049,2002-10-02,0
26,20181761,2018-04-19,669
27,20136046,해당정보없음,0
28,20090026,2009-02-05,232972
29,20060230,2007-05-23,402117
