,movie_code,release,acc_audience_num
0,20040567,2004-07-09,931000
1,19940179,1994-05-07,0
2,20149421,2014-08-14,5212
3,19820047,1982-06-26,0
4,20060285,2006-09-11,45
5,20088465,2021-11-11,380
6,19950037,1995-01-28,0
7,20020265,2002-10-24,0
8,20211736,해당정보없음,0
9,20150901,2016-08-25,66883
10,20060391,2007-01-10,300541
11,20210140,해당정보없음,0
12,20081552,2008-10-30,34012
13,20081792,2009-01-08,43281
14,20081697,2008-12-10,1356180
15,20204438,해당정보없음,0
16,19920364,1992-12-05,0
17,20181621,2018-03-28,30833
18,20179462,2017-12-20,1402809
19,20147929,2015-06-25,419
20,20070435,2007-11-01,3038868
21,20000016,2000-04-29,0
22,20159222,해당정보없음,0
23,20178228,2018-01-17,37300
24,20124011,2012-02-23,51151
25,20112534,2011-09-22,4662822
26,20102419,2011-01-27,98866
27,20000178,2000-06-03,0
28,20141961,2014-10-30,50098
29,20038802,해당정보없음,0
