,movie_code,release,acc_audience_num
0,20101223,2010-12-22,2897477
1,20058582,해당정보없음,0
2,20184543,2019-08-21,1804112
3,20070433,2007-10-03,1239789
4,20000051,2000-12-30,0
5,20194386,해당정보없음,0
6,20194912,해당정보없음,0
7,20134588,2014-12-04,210777
8,20040486,2004-04-01,158727
9,20143511,2015-09-03,441208
10,20030137,2003-09-05,17200
11,20210087,2021-10-20,762511
12,20184134,해당정보없음,0
13,20119717,2011-03-24,73729
14,20060288,2006-10-26,707820
15,20121221,해당정보없음,0
16,20199446,2019-09-25,277319
17,20100377,2010-08-05,1484843
18,19988115,해당정보없음,0
19,20184732,2018-12-06,0
20,20177347,2018-05-31,3043
21,20124066,2012-04-25,1346274
22,20081700,2008-12-10,67267
23,20101149,2010-12-02,5280
24,20050225,2005-09-16,1372700
25,20163661,2016-06-29,858402
26,20060066,2006-03-31,934
27,20048836,해당정보없음,0
28,20080708,2008-06-05,2634
29,19988423,해당정보없음,0
