,movie_code,release,acc_audience_num
0,20120467,2013-02-28,378729
1,19910242,1991-06-29,0
2,20144259,해당정보없음,0
3,20159364,2016-04-27,8677249
4,20112175,2011-09-22,228899
5,20119895,해당정보없음,0
6,20110906,2011-11-24,1118258
7,20219466,2021-09-01,2224
8,20130483,2014-04-10,458
9,20204548,해당정보없음,0
10,20020242,2002-09-06,0
11,20010251,2001-09-21,0
12,20199500,해당정보없음,0
13,20219345,해당정보없음,0
14,20138355,2013-10-30,3039889
15,20150977,2016-02-17,848148
16,20090445,2009-08-13,133946
17,20182591,해당정보없음,0
18,20090093,1998-10-03,0
19,20190621,2020-09-29,101726
20,19950316,1995-10-28,0
21,20072172,2003-10-24,107789
22,20136784,해당정보없음,0
23,20070600,해당정보없음,0
24,20192567,2020-12-23,546897
25,20162365,2016-11-16,4666993
26,20060280,2006-11-02,429546
27,20184481,2018-11-22,1593386
28,20149758,2014-07-31,113795
29,20219115,2021-10-20,52560
