,movie_code,release,acc_audience_num
0,19991333,해당정보없음,0
1,20190470,2019-08-15,23446
2,19980119,1998-04-04,0
3,19970048,1997-02-07,0
4,20159533,해당정보없음,0
5,20020239,2002-12-26,1694637
6,20162343,2017-06-08,1208081
7,19930396,1993-12-18,0
8,20040754,2005-04-07,121366
9,20100098,2010-03-04,192530
10,20193801,2019-11-07,62349
11,20182842,2019-04-11,879
12,20150025,2015-12-31,2083999
13,19910156,1991-02-09,0
14,19990252,1999-09-11,0
15,20196676,2020-10-22,7324
16,20210142,2021-10-06,22144
17,19940280,1994-08-06,0
18,19970180,1997-06-14,0
19,20060260,2006-10-13,0
20,19980158,1998-06-20,0
21,20060123,2006-05-18,221925
22,20100478,2010-07-15,0
23,20010004,2001-11-23,0
24,19970014,1997-09-13,0
25,20139201,2014-07-03,3566336
26,20150942,2016-02-04,319407
27,20010197,2001-05-31,0
28,20080741,2008-10-03,581468
29,20176103,2019-03-20,3389035
