,movie_code,release,acc_audience_num
0,20199882,해당정보없음,0
1,19920379,1992-12-12,0
2,20151229,2017-01-18,5316325
3,20124055,2012-06-21,497880
4,20149080,해당정보없음,0
5,20143510,2015-09-10,257990
6,20098272,해당정보없음,0
7,20018359,해당정보없음,0
8,19910067,1992-02-15,0
9,20124069,2013-06-06,7172
10,20204546,2020-02-27,5094
11,20166543,2016-08-24,19315
12,20148447,2014-05-22,10141
13,20050341,2005-12-29,6430
14,20158984,2016-04-13,445009
15,20161181,해당정보없음,0
16,20145242,2015-02-18,78070
17,20124400,2012-09-20,1310895
18,20030123,2003-06-27,2339410
19,20184482,2020-09-29,537470
20,20134046,2013-12-31,941672
21,19970285,1997-11-08,0
22,19880007,1988-02-18,0
23,20030410,2003-12-24,11081000
24,20070057,2007-05-23,4966571
25,19990246,1999-08-28,0
26,19970275,1997-11-08,0
27,20060208,2006-07-27,31654
28,20098210,해당정보없음,0
29,19900156,1990-03-17,0
