,movie_code,release,acc_audience_num
0,20208962,해당정보없음,0
1,20123381,2013-10-02,1209363
2,20217024,2021-07-14,16124
3,20197236,2020-03-12,3753
4,20166031,2016-12-22,55
5,20172142,2017-09-27,215203
6,20130522,2014-05-14,696412
7,20142301,2014-11-06,102682
8,20179186,2017-08-02,40372
9,20050261,2005-10-27,1561282
10,20200142,해당정보없음,0
11,20175054,2018-01-17,2299732
12,20134878,해당정보없음,0
13,20144444,2016-06-01,4287839
14,20156982,2015-11-12,2844
15,20217199,2021-05-12,9695
16,20182751,해당정보없음,0
17,19970043,1997-03-22,0
18,20122942,해당정보없음,0
19,20000159,2000-05-06,0
20,20018806,해당정보없음,0
21,20040493,2004-02-27,25450
22,20136046,해당정보없음,0
23,20182352,2018-04-12,540596
24,20157218,해당정보없음,0
25,19990193,1999-05-15,0
26,20101138,2010-12-08,64449
27,20124096,2012-02-29,873396
28,19930263,1993-12-11,0
29,20219241,해당정보없음,0
