,movie_code,release,acc_audience_num
0,20140431,2014-09-18,2812427
1,20071060,2008-06-05,249114
2,20200474,2021-09-15,692995
3,20128143,2012-09-06,444434
4,20154263,해당정보없음,0
5,20011573,해당정보없음,0
6,19978091,1997-02-22,0
7,20060228,2006-08-24,28414
8,20189861,2018-02-28,137841
9,20129368,2013-03-14,1716429
10,20000176,2000-06-03,0
11,20000236,2000-09-02,0
12,20158722,2015-10-15,0
13,20176814,2018-11-14,2414062
14,20182585,2019-06-26,202007
15,20205041,2021-05-19,2291520
16,20070641,2007-12-27,322342
17,20040447,2004-02-27,115000
18,20038834,해당정보없음,0
19,20010140,2001-02-24,0
20,20155423,2015-12-03,153009
21,20050076,2005-05-04,2274995
22,20153444,2016-10-13,6975290
23,20090234,2009-05-14,1936321
24,20191783,2019-10-10,5438
25,20196782,2020-05-27,16137
26,20048266,해당정보없음,0
27,19990150,1999-03-20,0
28,20135821,해당정보없음,0
29,20100135,2010-05-27,0
