,movie_code,release,acc_audience_num
0,19950040,1995-02-11,0
1,20165045,2018-04-12,53610
2,20218256,2021-11-03,727
3,20210303,2021-12-01,102
4,20205362,해당정보없음,0
5,20134267,2013-12-12,2282744
6,20130783,2013-10-02,188084
7,20159526,해당정보없음,0
8,20088652,해당정보없음,0
9,20151002,2015-07-09,144154
10,19990124,1999-01-30,0
11,20000039,2000-07-22,0
12,20100131,2010-04-15,1099665
13,20182843,해당정보없음,0
14,20191302,2019-05-29,1748
15,19908276,해당정보없음,0
16,20138921,해당정보없음,0
17,20172742,2017-10-03,6879841
18,20131262,2015-01-14,955175
19,20157466,2016-01-27,476665
20,20192399,2020-02-19,870451
21,20170655,해당정보없음,0
22,20166541,2016-09-07,153097
23,20210590,해당정보없음,0
24,20111719,해당정보없음,0
25,20126469,2012-11-15,2654817
26,19940419,1994-12-17,0
27,19910346,1991-12-21,0
28,20060506,해당정보없음,0
29,20206946,해당정보없음,0
