,movie_code,release,acc_audience_num
0,20028798,해당정보없음,0
1,20179942,2017-11-09,409345
2,20145502,2016-02-25,203775
3,20060252,2006-08-21,23
4,20120736,해당정보없음,0
5,20020220,2002-11-20,3101900
6,20088524,2015-02-17,54
7,20177063,해당정보없음,0
8,20070033,2007-03-14,2929400
9,20136583,2013-03-20,43
10,20136802,2014-11-13,814233
11,20153741,2016-11-30,1153109
12,20155054,2015-11-05,4033
13,19950340,1995-11-25,0
14,20020141,2002-05-23,0
15,20196063,2019-01-25,0
16,20175221,2018-07-12,59588
17,20127086,2012-08-02,90926
18,19980122,1998-04-18,0
19,20100815,2010-08-26,74131
20,20151481,2015-11-18,806709
21,20170841,2018-02-28,1505560
22,20163580,2017-02-15,501486
23,19960177,1996-05-24,0
24,20020106,2002-03-28,0
25,20132621,2014-06-26,2898
26,20100188,2010-05-13,2304487
27,19860024,1986-04-12,0
28,20205529,2020-03-05,7816
29,20135740,해당정보없음,0
