,movie_code,release,acc_audience_num
0,20136933,해당정보없음,0
1,20188282,2019-02-05,1951889
2,19930071,1993-01-14,0
3,20194424,2020-10-15,403424
4,20061239,해당정보없음,0
5,20192785,해당정보없음,0
6,20010017,2001-09-06,0
7,19870136,1987-10-24,0
8,20197721,2019-11-13,181400
9,20048271,해당정보없음,0
10,20185882,2018-07-12,115
11,20050303,2005-11-18,10647
12,20127197,해당정보없음,0
13,20100213,2010-10-28,2766436
14,20080890,2008-11-27,730343
15,20120112,2013-02-21,3338
16,20152204,해당정보없음,0
17,20081673,2008-12-10,998528
18,19960227,1996-07-20,0
19,20040483,2004-05-05,1972377
20,20124083,2013-01-30,7166199
21,20058559,해당정보없음,0
22,20164421,2017-01-11,355913
23,20124080,2012-08-08,790181
24,20202247,해당정보없음,0
25,20070042,2007-03-01,321654
26,20020045,2002-12-05,0
27,20176052,2018-01-04,3246
28,20070052,2007-02-15,1501
29,20134441,해당정보없음,0
