,movie_code,release,acc_audience_num
0,20120182,2012-10-25,7978
1,20040649,2004-09-17,2890000
2,20098769,해당정보없음,0
3,20177539,2019-02-20,2398519
4,20000189,2000-06-24,0
5,20180825,2019-04-11,293258
6,19960051,1996-05-15,0
7,20010154,2001-03-17,0
8,20058814,해당정보없음,0
9,19820077,1982-11-20,0
10,20174602,2017-05-25,1854867
11,20158483,2016-01-21,1069436
12,20165162,해당정보없음,0
13,20217739,2021-05-20,2050
14,20137023,2013-03-28,80
15,20182447,2020-02-05,1270835
16,20088634,해당정보없음,0
17,20028055,해당정보없음,0
18,20167303,2017-07-05,7258678
19,20040654,2004-09-03,95000
20,20195789,2019-02-27,34638
21,20218935,해당정보없음,0
22,20173121,2017-04-20,14687
23,20060137,2006-06-15,2047808
24,20136257,해당정보없음,0
25,20030209,2003-11-21,150326
26,20217307,해당정보없음,0
27,20184806,2018-12-13,25481
28,19890209,1989-07-15,0
29,20000068,1999-12-04,0
