,movie_code,release,acc_audience_num
0,20100295,2010-06-10,791173
1,20173064,해당정보없음,0
2,20000042,2000-10-28,0
3,20090527,2009-09-10,357436
4,20185047,2019-01-16,42484
5,20101392,2011-06-23,52010
6,20190815,2021-09-15,1410694
7,20070619,2007-11-22,8321
8,20048370,해당정보없음,0
9,20200524,2021-05-12,26176
10,20209304,2020-10-28,37961
11,20159071,해당정보없음,0
12,20030046,2003-04-25,5255376
13,20190300,해당정보없음,0
14,20155223,2016-12-14,48010
15,20058315,해당정보없음,0
16,20113887,2012-10-03,953682
17,20174369,2018-07-04,490033
18,20068904,해당정보없음,0
19,20149070,해당정보없음,0
20,19788033,1979-01-19,0
21,20060272,2006-09-28,202990
22,20167903,2018-09-26,450374
23,20124944,2012-03-15,1890
24,20161872,2017-01-04,3673885
25,20141821,2014-10-02,1435
26,20211200,해당정보없음,0
27,20119502,해당정보없음,0
28,20190683,2021-03-31,20221
29,20072057,2008-06-12,4162
